CA,Year,Month,Time_ID,Crime_Category,Crime_Count,Crime_Rate
9,2025,1,2025-01,Financial Crimes,2,0.170972165970313
9,2025,1,2025-01,Other Crimes,1,0.0854860829851565
9,2025,1,2025-01,Property Crimes,4,0.341944331940626
9,2025,1,2025-01,Violent Crimes,1,0.0854860829851565
10,2015,1,2015-01,Drug-Related Crimes,12,0.3186150864243422
10,2015,1,2015-01,Financial Crimes,7,0.1858588004141996
10,2015,1,2015-01,Other Crimes,12,0.31861508642434216
10,2015,1,2015-01,Property Crimes,51,1.3541141173034543
10,2015,1,2015-01,Sex-Related Crimes,4,0.10620502880811405
10,2015,1,2015-01,Violent Crimes,20,0.5310251440405703
10,2015,2,2015-02,Drug-Related Crimes,6,0.1593075432121711
10,2015,2,2015-02,Financial Crimes,7,0.1858588004141996
10,2015,2,2015-02,Other Crimes,6,0.1593075432121711
10,2015,2,2015-02,Property Crimes,33,0.876191487666941
10,2015,2,2015-02,Public Order Crimes,1,0.026551257202028514
10,2015,2,2015-02,Sex-Related Crimes,3,0.07965377160608554
10,2015,2,2015-02,Violent Crimes,20,0.5310251440405703
10,2015,3,2015-03,Drug-Related Crimes,2,0.05310251440405703
10,2015,3,2015-03,Financial Crimes,14,0.3717176008283992
10,2015,3,2015-03,Other Crimes,7,0.1858588004141996
10,2015,3,2015-03,Property Crimes,57,1.5134216605156254
10,2015,3,2015-03,Public Order Crimes,2,0.05310251440405703
10,2015,3,2015-03,Sex-Related Crimes,2,0.05310251440405703
10,2015,3,2015-03,Violent Crimes,23,0.6106789156466559
10,2015,4,2015-04,Drug-Related Crimes,2,0.05310251440405703
10,2015,4,2015-04,Financial Crimes,17,0.4513713724344848
10,2015,4,2015-04,Other Crimes,9,0.23896131481825664
10,2015,4,2015-04,Property Crimes,57,1.5134216605156254
10,2015,4,2015-04,Public Order Crimes,4,0.10620502880811405
10,2015,4,2015-04,Sex-Related Crimes,2,0.05310251440405703
10,2015,4,2015-04,Violent Crimes,23,0.6106789156466559
10,2015,5,2015-05,Drug-Related Crimes,6,0.1593075432121711
10,2015,5,2015-05,Financial Crimes,13,0.3451663436263707
10,2015,5,2015-05,Other Crimes,8,0.2124100576162281
10,2015,5,2015-05,Property Crimes,52,1.3806653745054829
10,2015,5,2015-05,Public Order Crimes,2,0.05310251440405703
10,2015,5,2015-05,Sex-Related Crimes,5,0.13275628601014255
10,2015,5,2015-05,Violent Crimes,25,0.6637814300507129
10,2015,6,2015-06,Drug-Related Crimes,3,0.07965377160608555
10,2015,6,2015-06,Financial Crimes,6,0.1593075432121711
10,2015,6,2015-06,Other Crimes,11,0.29206382922231366
10,2015,6,2015-06,Property Crimes,53,1.4072166317075114
10,2015,6,2015-06,Public Order Crimes,1,0.026551257202028514
10,2015,6,2015-06,Violent Crimes,27,0.7168839444547699
10,2015,7,2015-07,Drug-Related Crimes,3,0.07965377160608555
10,2015,7,2015-07,Financial Crimes,15,0.3982688580304278
10,2015,7,2015-07,Other Crimes,10,0.26551257202028516
10,2015,7,2015-07,Property Crimes,86,2.2834081193744526
10,2015,7,2015-07,Sex-Related Crimes,5,0.13275628601014255
10,2015,7,2015-07,Violent Crimes,21,0.5575764012425989
10,2015,8,2015-08,Drug-Related Crimes,4,0.10620502880811405
10,2015,8,2015-08,Financial Crimes,7,0.1858588004141996
10,2015,8,2015-08,Other Crimes,17,0.4513713724344848
10,2015,8,2015-08,Property Crimes,44,1.1682553168892547
10,2015,8,2015-08,Sex-Related Crimes,5,0.13275628601014255
10,2015,8,2015-08,Violent Crimes,24,0.6372301728486844
10,2015,9,2015-09,Drug-Related Crimes,4,0.10620502880811405
10,2015,9,2015-09,Financial Crimes,11,0.29206382922231366
10,2015,9,2015-09,Other Crimes,4,0.10620502880811405
10,2015,9,2015-09,Property Crimes,68,1.8054854897379393
10,2015,9,2015-09,Public Order Crimes,1,0.026551257202028514
10,2015,9,2015-09,Sex-Related Crimes,4,0.10620502880811405
10,2015,9,2015-09,Violent Crimes,19,0.5044738868385418
10,2015,10,2015-10,Drug-Related Crimes,1,0.026551257202028514
10,2015,10,2015-10,Financial Crimes,7,0.1858588004141996
10,2015,10,2015-10,Other Crimes,11,0.29206382922231366
10,2015,10,2015-10,Property Crimes,64,1.699280460929825
10,2015,10,2015-10,Public Order Crimes,2,0.05310251440405703
10,2015,10,2015-10,Sex-Related Crimes,4,0.10620502880811405
10,2015,10,2015-10,Violent Crimes,23,0.6106789156466558
10,2015,11,2015-11,Drug-Related Crimes,3,0.07965377160608555
10,2015,11,2015-11,Financial Crimes,9,0.23896131481825664
10,2015,11,2015-11,Other Crimes,3,0.07965377160608555
10,2015,11,2015-11,Property Crimes,46,1.2213578312933118
10,2015,11,2015-11,Sex-Related Crimes,1,0.026551257202028514
10,2015,11,2015-11,Violent Crimes,25,0.6637814300507129
10,2015,12,2015-12,Drug-Related Crimes,2,0.05310251440405703
10,2015,12,2015-12,Financial Crimes,10,0.26551257202028516
10,2015,12,2015-12,Other Crimes,9,0.23896131481825664
10,2015,12,2015-12,Property Crimes,70,1.8585880041419962
10,2015,12,2015-12,Sex-Related Crimes,3,0.07965377160608554
10,2015,12,2015-12,Violent Crimes,20,0.5310251440405702
10,2016,1,2016-01,Drug-Related Crimes,1,0.026461326770924293
10,2016,1,2016-01,Financial Crimes,16,0.4233812283347887
10,2016,1,2016-01,Other Crimes,4,0.10584530708369717
10,2016,1,2016-01,Property Crimes,64,1.693524913339155
10,2016,1,2016-01,Violent Crimes,18,0.4763038818766373
10,2016,2,2016-02,Drug-Related Crimes,4,0.10584530708369717
10,2016,2,2016-02,Financial Crimes,15,0.39691990156386436
10,2016,2,2016-02,Other Crimes,5,0.13230663385462146
10,2016,2,2016-02,Property Crimes,73,1.9316768542774736
10,2016,2,2016-02,Sex-Related Crimes,4,0.10584530708369717
10,2016,2,2016-02,Violent Crimes,18,0.4763038818766373
10,2016,3,2016-03,Drug-Related Crimes,8,0.21169061416739435
10,2016,3,2016-03,Financial Crimes,17,0.449842555105713
10,2016,3,2016-03,Other Crimes,10,0.2646132677092429
10,2016,3,2016-03,Property Crimes,52,1.3759889920880632
10,2016,3,2016-03,Violent Crimes,33,0.8732237834405017
10,2016,4,2016-04,Drug-Related Crimes,2,0.05292265354184859
10,2016,4,2016-04,Financial Crimes,16,0.4233812283347887
10,2016,4,2016-04,Other Crimes,7,0.18522928739647007
10,2016,4,2016-04,Property Crimes,57,1.5082956259426847
10,2016,4,2016-04,Public Order Crimes,1,0.026461326770924293
10,2016,4,2016-04,Sex-Related Crimes,4,0.10584530708369717
10,2016,4,2016-04,Violent Crimes,21,0.5556878621894101
10,2016,5,2016-05,Drug-Related Crimes,2,0.05292265354184859
10,2016,5,2016-05,Financial Crimes,14,0.37045857479294014
10,2016,5,2016-05,Other Crimes,11,0.29107459448016726
10,2016,5,2016-05,Property Crimes,52,1.3759889920880632
10,2016,5,2016-05,Sex-Related Crimes,2,0.05292265354184859
10,2016,5,2016-05,Violent Crimes,29,0.7673784763568046
10,2016,6,2016-06,Drug-Related Crimes,3,0.07938398031277288
10,2016,6,2016-06,Financial Crimes,12,0.31753592125109154
10,2016,6,2016-06,Other Crimes,10,0.2646132677092429
10,2016,6,2016-06,Property Crimes,53,1.4024503188589874
10,2016,6,2016-06,Public Order Crimes,1,0.026461326770924293
10,2016,6,2016-06,Sex-Related Crimes,2,0.05292265354184859
10,2016,6,2016-06,Violent Crimes,24,0.6350718425021831
10,2016,7,2016-07,Financial Crimes,15,0.39691990156386436
10,2016,7,2016-07,Other Crimes,11,0.29107459448016726
10,2016,7,2016-07,Property Crimes,52,1.3759889920880632
10,2016,7,2016-07,Public Order Crimes,1,0.026461326770924293
10,2016,7,2016-07,Sex-Related Crimes,2,0.05292265354184859
10,2016,7,2016-07,Violent Crimes,26,0.6879944960440316
10,2016,8,2016-08,Drug-Related Crimes,2,0.05292265354184859
10,2016,8,2016-08,Financial Crimes,9,0.23815194093831865
10,2016,8,2016-08,Other Crimes,8,0.21169061416739435
10,2016,8,2016-08,Property Crimes,45,1.1907597046915932
10,2016,8,2016-08,Public Order Crimes,1,0.026461326770924293
10,2016,8,2016-08,Sex-Related Crimes,1,0.026461326770924293
10,2016,8,2016-08,Violent Crimes,15,0.3969199015638644
10,2016,9,2016-09,Financial Crimes,13,0.3439972480220158
10,2016,9,2016-09,Other Crimes,14,0.3704585747929401
10,2016,9,2016-09,Property Crimes,74,1.9581381810483978
10,2016,9,2016-09,Public Order Crimes,1,0.026461326770924293
10,2016,9,2016-09,Violent Crimes,30,0.7938398031277288
10,2016,10,2016-10,Drug-Related Crimes,2,0.05292265354184859
10,2016,10,2016-10,Financial Crimes,6,0.15876796062554577
10,2016,10,2016-10,Other Crimes,9,0.23815194093831865
10,2016,10,2016-10,Property Crimes,64,1.693524913339155
10,2016,10,2016-10,Sex-Related Crimes,1,0.026461326770924293
10,2016,10,2016-10,Violent Crimes,27,0.7144558228149559
10,2016,11,2016-11,Financial Crimes,11,0.29107459448016726
10,2016,11,2016-11,Other Crimes,9,0.23815194093831865
10,2016,11,2016-11,Property Crimes,63,1.6670635865682306
10,2016,11,2016-11,Public Order Crimes,1,0.026461326770924293
10,2016,11,2016-11,Sex-Related Crimes,4,0.10584530708369717
10,2016,11,2016-11,Violent Crimes,21,0.5556878621894101
10,2016,12,2016-12,Financial Crimes,17,0.449842555105713
10,2016,12,2016-12,Other Crimes,9,0.23815194093831865
10,2016,12,2016-12,Property Crimes,67,1.7729088936519277
10,2016,12,2016-12,Public Order Crimes,1,0.026461326770924293
10,2016,12,2016-12,Sex-Related Crimes,1,0.026461326770924293
10,2016,12,2016-12,Violent Crimes,26,0.6879944960440316
10,2017,1,2017-01,Drug-Related Crimes,2,0.05274400696220892
10,2017,1,2017-01,Financial Crimes,14,0.3692080487354624
10,2017,1,2017-01,Other Crimes,8,0.21097602784883568
10,2017,1,2017-01,Property Crimes,57,1.503204198422954
10,2017,1,2017-01,Sex-Related Crimes,2,0.05274400696220892
10,2017,1,2017-01,Violent Crimes,20,0.5274400696220892
10,2017,2,2017-02,Drug-Related Crimes,3,0.07911601044331337
10,2017,2,2017-02,Financial Crimes,13,0.342836045254358
10,2017,2,2017-02,Other Crimes,6,0.15823202088662675
10,2017,2,2017-02,Property Crimes,31,0.8175321079142382
10,2017,2,2017-02,Public Order Crimes,1,0.02637200348110446
10,2017,2,2017-02,Sex-Related Crimes,2,0.05274400696220892
10,2017,2,2017-02,Violent Crimes,17,0.4483240591787758
10,2017,3,2017-03,Drug-Related Crimes,4,0.10548801392441784
10,2017,3,2017-03,Financial Crimes,12,0.3164640417732535
10,2017,3,2017-03,Other Crimes,4,0.10548801392441784
10,2017,3,2017-03,Property Crimes,38,1.0021361322819695
10,2017,3,2017-03,Sex-Related Crimes,2,0.05274400696220892
10,2017,3,2017-03,Violent Crimes,29,0.7647881009520292
10,2017,4,2017-04,Financial Crimes,5,0.1318600174055223
10,2017,4,2017-04,Other Crimes,9,0.23734803132994012
10,2017,4,2017-04,Property Crimes,33,0.8702761148764472
10,2017,4,2017-04,Public Order Crimes,1,0.02637200348110446
10,2017,4,2017-04,Sex-Related Crimes,2,0.05274400696220892
10,2017,4,2017-04,Violent Crimes,19,0.5010680661409848
10,2017,5,2017-05,Drug-Related Crimes,2,0.05274400696220892
10,2017,5,2017-05,Financial Crimes,7,0.1846040243677312
10,2017,5,2017-05,Other Crimes,11,0.2900920382921491
10,2017,5,2017-05,Property Crimes,32,0.8439041113953427
10,2017,5,2017-05,Public Order Crimes,2,0.05274400696220892
10,2017,5,2017-05,Sex-Related Crimes,3,0.07911601044331337
10,2017,5,2017-05,Violent Crimes,30,0.7911601044331338
10,2017,6,2017-06,Drug-Related Crimes,1,0.02637200348110446
10,2017,6,2017-06,Financial Crimes,18,0.47469606265988024
10,2017,6,2017-06,Other Crimes,9,0.23734803132994012
10,2017,6,2017-06,Property Crimes,39,1.0285081357630739
10,2017,6,2017-06,Public Order Crimes,1,0.02637200348110446
10,2017,6,2017-06,Violent Crimes,17,0.4483240591787758
10,2017,7,2017-07,Drug-Related Crimes,2,0.05274400696220892
10,2017,7,2017-07,Financial Crimes,18,0.47469606265988024
10,2017,7,2017-07,Other Crimes,10,0.2637200348110446
10,2017,7,2017-07,Property Crimes,41,1.0812521427252828
10,2017,7,2017-07,Sex-Related Crimes,3,0.07911601044331337
10,2017,7,2017-07,Violent Crimes,26,0.6856720905087159
10,2017,8,2017-08,Drug-Related Crimes,1,0.02637200348110446
10,2017,8,2017-08,Financial Crimes,12,0.3164640417732535
10,2017,8,2017-08,Non-Criminal,1,0.02637200348110446
10,2017,8,2017-08,Other Crimes,5,0.1318600174055223
10,2017,8,2017-08,Property Crimes,53,1.3977161844985364
10,2017,8,2017-08,Sex-Related Crimes,3,0.07911601044331337
10,2017,8,2017-08,Violent Crimes,25,0.6593000870276114
10,2017,9,2017-09,Drug-Related Crimes,1,0.02637200348110446
10,2017,9,2017-09,Financial Crimes,12,0.3164640417732535
10,2017,9,2017-09,Other Crimes,9,0.23734803132994012
10,2017,9,2017-09,Property Crimes,47,1.2394841636119096
10,2017,9,2017-09,Sex-Related Crimes,3,0.07911601044331337
10,2017,9,2017-09,Violent Crimes,31,0.8175321079142382
10,2017,10,2017-10,Drug-Related Crimes,1,0.02637200348110446
10,2017,10,2017-10,Financial Crimes,15,0.3955800522165669
10,2017,10,2017-10,Other Crimes,9,0.23734803132994015
10,2017,10,2017-10,Property Crimes,46,1.2131121601308053
10,2017,10,2017-10,Public Order Crimes,1,0.02637200348110446
10,2017,10,2017-10,Sex-Related Crimes,1,0.02637200348110446
10,2017,10,2017-10,Violent Crimes,19,0.5010680661409848
10,2017,11,2017-11,Financial Crimes,16,0.42195205569767136
10,2017,11,2017-11,Other Crimes,9,0.23734803132994012
10,2017,11,2017-11,Property Crimes,51,1.3449721775363275
10,2017,11,2017-11,Public Order Crimes,1,0.02637200348110446
10,2017,11,2017-11,Sex-Related Crimes,3,0.07911601044331337
10,2017,11,2017-11,Violent Crimes,21,0.5538120731031937
10,2017,12,2017-12,Financial Crimes,8,0.21097602784883568
10,2017,12,2017-12,Other Crimes,4,0.10548801392441784
10,2017,12,2017-12,Property Crimes,67,1.7669242332339987
10,2017,12,2017-12,Public Order Crimes,1,0.02637200348110446
10,2017,12,2017-12,Sex-Related Crimes,7,0.1846040243677312
10,2017,12,2017-12,Violent Crimes,19,0.5010680661409846
10,2018,1,2018-01,Drug-Related Crimes,2,0.05256656240965123
10,2018,1,2018-01,Financial Crimes,11,0.2891160932530817
10,2018,1,2018-01,Other Crimes,3,0.07884984361447683
10,2018,1,2018-01,Property Crimes,62,1.6295634346991879
10,2018,1,2018-01,Public Order Crimes,1,0.026283281204825613
10,2018,1,2018-01,Sex-Related Crimes,1,0.026283281204825613
10,2018,1,2018-01,Violent Crimes,20,0.5256656240965122
10,2018,2,2018-02,Drug-Related Crimes,2,0.05256656240965123
10,2018,2,2018-02,Financial Crimes,3,0.07884984361447683
10,2018,2,2018-02,Other Crimes,11,0.2891160932530817
10,2018,2,2018-02,Property Crimes,50,1.3141640602412805
10,2018,2,2018-02,Public Order Crimes,1,0.026283281204825613
10,2018,2,2018-02,Sex-Related Crimes,4,0.10513312481930245
10,2018,2,2018-02,Violent Crimes,17,0.4468157804820354
10,2018,3,2018-03,Drug-Related Crimes,3,0.07884984361447683
10,2018,3,2018-03,Financial Crimes,11,0.2891160932530817
10,2018,3,2018-03,Other Crimes,7,0.1839829684337793
10,2018,3,2018-03,Property Crimes,42,1.1038978106026758
10,2018,3,2018-03,Public Order Crimes,2,0.05256656240965123
10,2018,3,2018-03,Sex-Related Crimes,2,0.05256656240965123
10,2018,3,2018-03,Violent Crimes,20,0.5256656240965123
10,2018,4,2018-04,Drug-Related Crimes,1,0.026283281204825613
10,2018,4,2018-04,Financial Crimes,16,0.4205324992772098
10,2018,4,2018-04,Other Crimes,5,0.13141640602412805
10,2018,4,2018-04,Property Crimes,35,0.9199148421688964
10,2018,4,2018-04,Public Order Crimes,1,0.026283281204825613
10,2018,4,2018-04,Violent Crimes,24,0.6307987489158147
10,2018,5,2018-05,Drug-Related Crimes,1,0.026283281204825613
10,2018,5,2018-05,Financial Crimes,11,0.2891160932530817
10,2018,5,2018-05,Other Crimes,7,0.1839829684337793
10,2018,5,2018-05,Property Crimes,44,1.156464373012327
10,2018,5,2018-05,Public Order Crimes,2,0.05256656240965123
10,2018,5,2018-05,Sex-Related Crimes,2,0.05256656240965123
10,2018,5,2018-05,Violent Crimes,38,0.9987646857833732
10,2018,6,2018-06,Financial Crimes,18,0.473099061686861
10,2018,6,2018-06,Other Crimes,11,0.2891160932530817
10,2018,6,2018-06,Property Crimes,65,1.7084132783136647
10,2018,6,2018-06,Public Order Crimes,1,0.026283281204825613
10,2018,6,2018-06,Sex-Related Crimes,4,0.10513312481930245
10,2018,6,2018-06,Violent Crimes,16,0.42053249927720976
10,2018,7,2018-07,Drug-Related Crimes,1,0.026283281204825613
10,2018,7,2018-07,Financial Crimes,13,0.3416826556627329
10,2018,7,2018-07,Other Crimes,5,0.13141640602412805
10,2018,7,2018-07,Property Crimes,55,1.4455804662654086
10,2018,7,2018-07,Sex-Related Crimes,2,0.05256656240965123
10,2018,7,2018-07,Violent Crimes,27,0.7096485925302916
10,2018,8,2018-08,Drug-Related Crimes,1,0.026283281204825613
10,2018,8,2018-08,Financial Crimes,12,0.31539937445790733
10,2018,8,2018-08,Other Crimes,6,0.15769968722895367
10,2018,8,2018-08,Property Crimes,71,1.8661129655426183
10,2018,8,2018-08,Public Order Crimes,2,0.05256656240965123
10,2018,8,2018-08,Violent Crimes,24,0.6307987489158147
10,2018,9,2018-09,Financial Crimes,10,0.2628328120482561
10,2018,9,2018-09,Non-Criminal,1,0.026283281204825613
10,2018,9,2018-09,Other Crimes,6,0.15769968722895367
10,2018,9,2018-09,Property Crimes,66,1.7346965595184902
10,2018,9,2018-09,Public Order Crimes,1,0.026283281204825613
10,2018,9,2018-09,Violent Crimes,30,0.7884984361447682
10,2018,10,2018-10,Drug-Related Crimes,1,0.026283281204825613
10,2018,10,2018-10,Financial Crimes,4,0.10513312481930245
10,2018,10,2018-10,Other Crimes,8,0.2102662496386049
10,2018,10,2018-10,Property Crimes,50,1.3141640602412805
10,2018,10,2018-10,Sex-Related Crimes,3,0.07884984361447683
10,2018,10,2018-10,Violent Crimes,27,0.7096485925302916
10,2018,11,2018-11,Drug-Related Crimes,3,0.07884984361447683
10,2018,11,2018-11,Financial Crimes,7,0.1839829684337793
10,2018,11,2018-11,Other Crimes,9,0.2365495308434305
10,2018,11,2018-11,Property Crimes,47,1.2353142166268036
10,2018,11,2018-11,Sex-Related Crimes,3,0.07884984361447683
10,2018,11,2018-11,Violent Crimes,23,0.6045154677109891
10,2018,12,2018-12,Drug-Related Crimes,2,0.05256656240965123
10,2018,12,2018-12,Financial Crimes,6,0.15769968722895367
10,2018,12,2018-12,Other Crimes,7,0.1839829684337793
10,2018,12,2018-12,Property Crimes,40,1.0513312481930244
10,2018,12,2018-12,Violent Crimes,33,0.8673482797592452
10,2019,1,2019-01,Drug-Related Crimes,1,0.02619515389652914
10,2019,1,2019-01,Financial Crimes,14,0.366732154551408
10,2019,1,2019-01,Other Crimes,2,0.05239030779305828
10,2019,1,2019-01,Property Crimes,38,0.9954158480681075
10,2019,1,2019-01,Sex-Related Crimes,2,0.05239030779305828
10,2019,1,2019-01,Violent Crimes,19,0.49770792403405373
10,2019,2,2019-02,Financial Crimes,14,0.366732154551408
10,2019,2,2019-02,Other Crimes,12,0.3143418467583497
10,2019,2,2019-02,Property Crimes,38,0.9954158480681073
10,2019,2,2019-02,Public Order Crimes,2,0.05239030779305828
10,2019,2,2019-02,Sex-Related Crimes,2,0.05239030779305828
10,2019,2,2019-02,Violent Crimes,26,0.6810740013097576
10,2019,3,2019-03,Drug-Related Crimes,1,0.02619515389652914
10,2019,3,2019-03,Financial Crimes,11,0.2881466928618206
10,2019,3,2019-03,Other Crimes,6,0.15717092337917485
10,2019,3,2019-03,Property Crimes,43,1.1263916175507531
10,2019,3,2019-03,Public Order Crimes,2,0.05239030779305828
10,2019,3,2019-03,Sex-Related Crimes,5,0.13097576948264572
10,2019,3,2019-03,Violent Crimes,28,0.7334643091028159
10,2019,4,2019-04,Drug-Related Crimes,2,0.05239030779305828
10,2019,4,2019-04,Financial Crimes,13,0.34053700065487885
10,2019,4,2019-04,Non-Criminal,1,0.02619515389652914
10,2019,4,2019-04,Other Crimes,5,0.1309757694826457
10,2019,4,2019-04,Property Crimes,62,1.6240995415848067
10,2019,4,2019-04,Public Order Crimes,1,0.02619515389652914
10,2019,4,2019-04,Sex-Related Crimes,3,0.07858546168958742
10,2019,4,2019-04,Violent Crimes,27,0.7072691552062869
10,2019,5,2019-05,Financial Crimes,19,0.49770792403405373
10,2019,5,2019-05,Other Crimes,8,0.20956123117223313
10,2019,5,2019-05,Property Crimes,37,0.9692206941715782
10,2019,5,2019-05,Sex-Related Crimes,3,0.07858546168958742
10,2019,5,2019-05,Violent Crimes,18,0.4715127701375246
10,2019,6,2019-06,Drug-Related Crimes,1,0.02619515389652914
10,2019,6,2019-06,Financial Crimes,15,0.3929273084479371
10,2019,6,2019-06,Other Crimes,8,0.20956123117223313
10,2019,6,2019-06,Property Crimes,71,1.8598559266535692
10,2019,6,2019-06,Sex-Related Crimes,2,0.05239030779305828
10,2019,6,2019-06,Violent Crimes,20,0.5239030779305829
10,2019,7,2019-07,Drug-Related Crimes,2,0.05239030779305828
10,2019,7,2019-07,Financial Crimes,13,0.34053700065487885
10,2019,7,2019-07,Other Crimes,8,0.20956123117223313
10,2019,7,2019-07,Property Crimes,65,1.702685003274394
10,2019,7,2019-07,Sex-Related Crimes,4,0.10478061558611657
10,2019,7,2019-07,Violent Crimes,27,0.7072691552062869
10,2019,8,2019-08,Drug-Related Crimes,1,0.02619515389652914
10,2019,8,2019-08,Financial Crimes,12,0.3143418467583497
10,2019,8,2019-08,Other Crimes,11,0.2881466928618206
10,2019,8,2019-08,Property Crimes,63,1.650294695481336
10,2019,8,2019-08,Public Order Crimes,1,0.02619515389652914
10,2019,8,2019-08,Sex-Related Crimes,2,0.05239030779305828
10,2019,8,2019-08,Violent Crimes,25,0.6548788474132285
10,2019,9,2019-09,Drug-Related Crimes,2,0.05239030779305828
10,2019,9,2019-09,Financial Crimes,10,0.2619515389652914
10,2019,9,2019-09,Other Crimes,7,0.183366077275704
10,2019,9,2019-09,Property Crimes,43,1.1263916175507531
10,2019,9,2019-09,Public Order Crimes,1,0.02619515389652914
10,2019,9,2019-09,Sex-Related Crimes,2,0.05239030779305828
10,2019,9,2019-09,Violent Crimes,22,0.5762933857236412
10,2019,10,2019-10,Drug-Related Crimes,1,0.02619515389652914
10,2019,10,2019-10,Financial Crimes,12,0.3143418467583497
10,2019,10,2019-10,Other Crimes,3,0.07858546168958742
10,2019,10,2019-10,Property Crimes,44,1.1525867714472822
10,2019,10,2019-10,Public Order Crimes,2,0.05239030779305828
10,2019,10,2019-10,Sex-Related Crimes,5,0.13097576948264572
10,2019,10,2019-10,Violent Crimes,12,0.3143418467583497
10,2019,11,2019-11,Drug-Related Crimes,1,0.02619515389652914
10,2019,11,2019-11,Financial Crimes,9,0.2357563850687623
10,2019,11,2019-11,Other Crimes,8,0.20956123117223313
10,2019,11,2019-11,Property Crimes,43,1.1263916175507531
10,2019,11,2019-11,Public Order Crimes,1,0.02619515389652914
10,2019,11,2019-11,Sex-Related Crimes,1,0.02619515389652914
10,2019,11,2019-11,Violent Crimes,30,0.7858546168958743
10,2019,12,2019-12,Financial Crimes,13,0.34053700065487885
10,2019,12,2019-12,Other Crimes,6,0.15717092337917485
10,2019,12,2019-12,Property Crimes,35,0.91683038637852
10,2019,12,2019-12,Public Order Crimes,2,0.05239030779305828
10,2019,12,2019-12,Sex-Related Crimes,4,0.10478061558611657
10,2019,12,2019-12,Violent Crimes,30,0.7858546168958742
10,2020,1,2020-01,Drug-Related Crimes,1,0.02610761559146803
10,2020,1,2020-01,Financial Crimes,11,0.2871837715061483
10,2020,1,2020-01,Other Crimes,1,0.02610761559146803
10,2020,1,2020-01,Property Crimes,19,0.4960446962378926
10,2020,1,2020-01,Violent Crimes,16,0.4177218494634885
10,2020,2,2020-02,Financial Crimes,17,0.4438294650549565
10,2020,2,2020-02,Other Crimes,10,0.2610761559146803
10,2020,2,2020-02,Property Crimes,38,0.9920893924757852
10,2020,2,2020-02,Sex-Related Crimes,1,0.02610761559146803
10,2020,2,2020-02,Violent Crimes,21,0.5482599274208286
10,2020,3,2020-03,Financial Crimes,8,0.20886092473174425
10,2020,3,2020-03,Other Crimes,7,0.1827533091402762
10,2020,3,2020-03,Property Crimes,30,0.783228467744041
10,2020,3,2020-03,Public Order Crimes,1,0.02610761559146803
10,2020,3,2020-03,Sex-Related Crimes,1,0.02610761559146803
10,2020,3,2020-03,Violent Crimes,13,0.3393990026890844
10,2020,4,2020-04,Financial Crimes,10,0.2610761559146803
10,2020,4,2020-04,Other Crimes,4,0.10443046236587213
10,2020,4,2020-04,Property Crimes,12,0.3132913870976164
10,2020,4,2020-04,Violent Crimes,11,0.2871837715061484
10,2020,5,2020-05,Drug-Related Crimes,1,0.02610761559146803
10,2020,5,2020-05,Financial Crimes,14,0.3655066182805524
10,2020,5,2020-05,Other Crimes,6,0.1566456935488082
10,2020,5,2020-05,Property Crimes,37,0.9659817768843171
10,2020,5,2020-05,Violent Crimes,14,0.3655066182805524
10,2020,6,2020-06,Drug-Related Crimes,1,0.02610761559146803
10,2020,6,2020-06,Financial Crimes,6,0.1566456935488082
10,2020,6,2020-06,Other Crimes,6,0.1566456935488082
10,2020,6,2020-06,Property Crimes,60,1.566456935488082
10,2020,6,2020-06,Sex-Related Crimes,2,0.05221523118293606
10,2020,6,2020-06,Violent Crimes,25,0.6526903897867007
10,2020,7,2020-07,Drug-Related Crimes,1,0.02610761559146803
10,2020,7,2020-07,Financial Crimes,17,0.4438294650549565
10,2020,7,2020-07,Other Crimes,11,0.2871837715061483
10,2020,7,2020-07,Property Crimes,39,1.018197008067253
10,2020,7,2020-07,Sex-Related Crimes,3,0.0783228467744041
10,2020,7,2020-07,Violent Crimes,37,0.9659817768843172
10,2020,8,2020-08,Drug-Related Crimes,2,0.05221523118293606
10,2020,8,2020-08,Financial Crimes,6,0.1566456935488082
10,2020,8,2020-08,Other Crimes,13,0.3393990026890844
10,2020,8,2020-08,Property Crimes,64,1.670887397853954
10,2020,8,2020-08,Violent Crimes,14,0.3655066182805525
10,2020,9,2020-09,Financial Crimes,10,0.2610761559146803
10,2020,9,2020-09,Other Crimes,6,0.1566456935488082
10,2020,9,2020-09,Property Crimes,43,1.1226274704331254
10,2020,9,2020-09,Public Order Crimes,1,0.02610761559146803
10,2020,9,2020-09,Sex-Related Crimes,3,0.0783228467744041
10,2020,9,2020-09,Violent Crimes,14,0.3655066182805524
10,2020,10,2020-10,Financial Crimes,40,1.0443046236587212
10,2020,10,2020-10,Other Crimes,5,0.13053807795734015
10,2020,10,2020-10,Property Crimes,38,0.9920893924757851
10,2020,10,2020-10,Violent Crimes,11,0.2871837715061484
10,2020,11,2020-11,Drug-Related Crimes,1,0.02610761559146803
10,2020,11,2020-11,Financial Crimes,42,1.0965198548416573
10,2020,11,2020-11,Other Crimes,5,0.13053807795734015
10,2020,11,2020-11,Property Crimes,43,1.1226274704331254
10,2020,11,2020-11,Public Order Crimes,1,0.02610761559146803
10,2020,11,2020-11,Sex-Related Crimes,1,0.02610761559146803
10,2020,11,2020-11,Violent Crimes,13,0.3393990026890844
10,2020,12,2020-12,Financial Crimes,88,2.2974701720491866
